/* DATA DESCRIPTION:
Citation:	Hodell, David A; Crowhurst, Simon J; Lourens, Lucas Joost; Margari, Vasiliki; Nicolson, John; Rolfe, James E; Skinner, Luke C; Thomas, Nicola C; Tzedakis, Polychronis C; Mleneck-Vautravers, Maryline J; Wolff, Eric William (2023): XRF Ca/Ti and Zr/Sr ratios for sediment core MD01-2444. PANGAEA, https://doi.org/10.1594/PANGAEA.951398, 
	In: Hodell, DA et al. (2023): Benthic and planktonic oxygen and carbon isotopes and XRF data at IODP Site U1385 and core MD01-2444 from 0 to 1.5 Ma. PANGAEA, https://doi.org/10.1594/PANGAEA.951401
Keyword(s):	Benthic and planktonic foraminifera; IODP 339; MD01-2444; oxygen and carbon isotopes; XRF data
Project(s):	Integrated Ocean Drilling Program / International Ocean Discovery Program (IODP) (URI: https://www.iodp.org/)
Funding:	Leverhulme Trust, grant/award no. RPG2014-417
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/J00653X/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/J017922/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/K005804/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/R000204/1
Coverage:	LATITUDE: 37.565000 * LONGITUDE: -10.134000
	MINIMUM DEPTH, sediment/rock: 0.180 m * MAXIMUM DEPTH, sediment/rock: 26.907 m
Event(s):	MD01-2444 * LATITUDE: 37.565000 * LONGITUDE: -10.134000 * ELEVATION: -2656.0 m * CAMPAIGN: MD123 (GEOSCIENCES, MARMARCORE) * BASIS: Marion Dufresne (1995) (URI: https://en.wikipedia.org/wiki/Marion_Dufresne_(1994)) * METHOD/DEVICE: Calypso Corer (CALYPSO)
Parameter(s):	DEPTH, sediment/rock [m] (Depth sed) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * COMMENT: MD01-2444
	Depth, composite revised, corrected [crmcd] (Depth corr cr) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: IODP Depth Scale Terminology (URI: hdl:10013/epic.50267.d001) * COMMENT: Equivalent 339-U1385 crmcd
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * COMMENT: Hybrid Age
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Lisiecki & Raymo (2005) [LR04] (URI: https://doi.org/10.1029/2004PA001071)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Ahn et al. (2017) [revised LR04 Prob Stack] (URI: https://doi.org/10.1093/climsys/dzx002)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Konijnenkijk et al. (2015) [revised Med Sapropel] (URI: https://doi.org/10.1016/j.quascirev.2015.10.005)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Barker et al. (2011) [GrSyn] (URI: https://doi.org/10.1126/science.1203580)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Antarctic ice core chronology (AICC2012) (URI: https://doi.org/10.5194/cp-9-1733-2013)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Buizert et al. (2015) [West Antarctic Ice Sheet (WAIS) model] (URI: https://doi.org/10.1038/nature14401)
	Calcium/Titanium ratio (Ca/Ti) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: X-ray fluorescence Avaatech core scanner (XRF)
	Zirconium/Strontium ratio (Zr/Sr) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: X-ray fluorescence Avaatech core scanner (XRF)
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels)
Size:	31782 data points
*/
Depth sed [m] (MD01-2444)	Depth corr cr [crmcd] (Equivalent 339-U1385 crmcd, I...)	Age [ka BP] (Hybrid Age)	Age [ka BP] (Age model according to Lisiec...)	Age [ka BP] (Age model according to Ahn et...)	Age [ka BP] (Age model according to Konijn...)	Age [ka BP] (Age model according to Barker...)	Age [ka BP] (Antarctic ice core chronology...)	Age [ka BP] (Age model according to Buizer...)	Ca/Ti (X-ray fluorescence Avaatech c...)	Zr/Sr (X-ray fluorescence Avaatech c...)
24.653	25.47	163.06	161.43000	164.21000	168.88000	162.56000	163.73000		36.161	0.19195
24.655	25.47	163.09	161.44000	164.23000	168.91000	162.59000	163.78000		36.715	0.19788
24.657	25.47	163.12	161.46000	164.25000	168.94000	162.61000	163.82000		33.689	0.22692
24.660	25.47	163.15	161.48000	164.27000	168.97000	162.64000	163.86000		30.000	0.22942
24.663	25.48	163.18	161.50000	164.29000	169.00000	162.67000	163.89000		35.336	0.20768
24.665	25.48	163.21	161.52000	164.31000	169.03000	162.70000	163.92000		34.443	0.20788
24.667	25.48	163.25	161.54000	164.33000	169.06000	162.72000	163.94000		31.167	0.22593
24.670	25.48	163.29	161.56000	164.36000	169.10000	162.75000	163.97000		31.402	0.22364
24.673	25.48	163.32	161.58000	164.38000	169.13000	162.79000	164.00000		31.655	0.23010
24.675	25.49	163.36	161.60000	164.40000	169.16000	162.81000	164.02000		33.939	0.21667
24.677	25.49	163.39	161.62000	164.42000	169.19000	162.83000	164.05000		34.140	0.21426
24.680	25.49	163.42	161.64000	164.44000	169.22000	162.86000	164.08000		32.629	0.21438
24.683	25.49	163.45	161.65000	164.47000	169.25000	162.90000	164.11000		29.186	0.23764
24.685	25.50	163.48	161.67000	164.49000	169.28000	162.92000	164.13000		25.914	0.25617
24.687	25.50	163.52	161.69000	164.51000	169.31000	162.94000	164.15000		29.270	0.23453
24.690	25.50	163.55	161.71000	164.53000	169.34000	162.98000	164.19000		30.229	0.24450
24.692	25.50	163.58	161.73000	164.55000	169.37000	163.00000	164.21000		24.153	0.28884
24.695	25.50	163.61	161.74000	164.57000	169.40000	163.03000	164.24000		25.028	0.26182
24.698	25.50	163.64	161.76000	164.59000	169.43000	163.06000	164.27000		25.603	0.25504
24.700	25.51	163.67	161.78000	164.61000	169.46000	163.09000	164.29000		26.825	0.26549
24.702	25.51	163.71	161.80000	164.63000	169.49000	163.11000	164.32000		25.072	0.29917
24.705	25.51	163.74	161.82000	164.65000	169.52000	163.14000	164.35000		23.090	0.34197
24.708	25.51	163.77	161.84000	164.67000	169.55000	163.18000	164.38000		21.258	0.33632
24.710	25.52	163.80	161.85000	164.69000	169.58000	163.20000	164.40000		21.832	0.31383
24.712	25.52	163.83	161.87000	164.71000	169.61000	163.22000	164.42000		19.477	0.39570
24.715	25.52	163.86	161.89000	164.73000	169.64000	163.25000	164.46000		19.289	0.41362
24.718	25.52	163.89	161.91000	164.76000	169.67000	163.29000	164.49000		21.634	0.34577
24.720	25.52	163.91	161.93000	164.78000	169.70000	163.31000	164.51000		22.507	0.35652
24.722	25.52	163.92	161.94000	164.80000	169.72000	163.33000	164.53000		20.792	0.39141
24.725	25.53	163.94	161.96000	164.82000	169.75000	163.36000	164.57000		21.134	0.35854
24.728	25.53	163.96	161.98000	164.84000	169.78000	163.40000	164.60000		22.031	0.32358
24.730	25.53	163.98	162.00000	164.86000	169.81000	163.42000	164.62000		34.462	0.20741
24.733	25.53	163.99	162.02000	164.88000	169.84000	163.45000	164.65000		33.535	0.19020
24.735	25.54	164.01	162.04000	164.90000	169.87000	163.47000	164.67000		27.747	0.29636
24.737	25.54	164.03	162.05000	164.92000	169.90000	163.49000	164.69000		20.129	0.42001
24.740	25.54	164.05	162.07000	164.94000	169.93000	163.52000	164.73000		19.386	0.39997
24.743	25.54	164.06	162.09000	164.96000	169.96000	163.55000	164.76000		19.279	0.40106
24.745	25.54	164.08	162.11000	164.98000	169.99000	163.57000	164.78000		18.771	0.42143
24.747	25.55	164.10	162.13000	165.00000	170.02000	163.59000	164.80000		17.894	0.40770
24.750	25.55	164.13	162.15000	165.03000	170.07000	163.61000	164.84000		20.895	0.35501
24.753	25.55	164.14	162.17000	165.06000	170.10000	163.64000	164.87000		20.739	0.32923
24.755	25.55	164.16	162.19000	165.08000	170.13000	163.66000	164.89000		21.443	0.38007
24.757	25.55	164.18	162.21000	165.10000	170.16000	163.68000	164.91000		25.188	0.27654
24.760	25.56	164.20	162.23000	165.12000	170.19000	163.71000	164.94000		29.083	0.24002
24.763	25.56	164.21	162.25000	165.14000	170.22000	163.74000	164.98000		28.303	0.24611
24.765	25.56	164.23	162.26000	165.16000	170.24000	163.76000	165.00000		29.583	0.22555
24.767	25.56	164.25	162.28000	165.18000	170.27000	163.78000	165.02000		28.663	0.25456
24.770	25.56	164.27	162.30000	165.20000	170.30000	163.81000	165.05000		20.576	0.39800
24.772	25.57	164.28	162.32000	165.22000	170.33000	163.83000	165.07000		17.620	0.42427
24.775	25.57	164.30	162.34000	165.24000	170.36000	163.86000	165.11000		18.289	0.43749
24.778	25.57	164.32	162.35000	165.26000	170.39000	163.89000	165.14000		18.818	0.44589
24.780	25.57	164.34	162.37000	165.28000	170.42000	163.91000	165.16000		19.179	0.45807
24.782	25.57	164.36	162.39000	165.30000	170.45000	163.93000	165.18000		18.415	0.49067
24.785	25.58	164.37	162.41000	165.32000	170.48000	163.96000	165.21000		18.619	0.45821
24.788	25.58	164.39	162.43000	165.35000	170.51000	163.98000	165.25000		18.778	0.47254
24.790	25.58	164.41	162.45000	165.37000	170.54000	164.00000	165.27000		19.469	0.40790
24.792	25.58	164.43	162.47000	165.40000	170.59000	164.02000	165.29000		19.787	0.36612
24.795	25.59	164.47	162.51000	165.44000	170.65000	164.05000	165.32000		21.448	0.34116
24.798	25.59	164.50	162.54000	165.47000	170.69000	164.08000	165.36000		18.800	0.40472
24.800	25.59	164.52	162.56000	165.50000	170.74000	164.10000	165.38000		21.451	0.35734
24.802	25.60	164.55	162.59000	165.53000	170.78000	164.12000	165.40000		23.077	0.34663
24.805	25.60	164.58	162.63000	165.57000	170.84000	164.15000	165.43000		21.956	0.34471
24.808	25.60	164.61	162.65000	165.60000	170.88000	164.18000	165.46000		23.870	0.28945
24.810	25.61	164.64	162.68000	165.64000	170.93000	164.20000	165.49000		24.476	0.31541
24.813	25.61	164.66	162.71000	165.67000	170.97000	164.23000	165.52000		23.069	0.32182
24.815	25.61	164.70	162.75000	165.71000	171.03000	164.25000	165.54000		27.135	0.29887
24.817	25.62	164.72	162.77000	165.74000	171.08000	164.27000	165.56000		27.288	0.25090
24.820	25.62	164.75	162.80000	165.77000	171.12000	164.30000	165.59000		29.782	0.25209
24.823	25.62	164.79	162.84000	165.81000	171.18000	164.32000	165.63000		26.590	0.27831
24.825	25.63	164.81	162.86000	165.84000	171.23000	164.34000	165.65000		27.604	0.27305
24.827	25.63	164.84	162.89000	165.87000	171.27000	164.36000	165.67000		25.377	0.29630
24.830	25.63	164.87	162.92000	165.90000	171.32000	164.39000	165.70000		28.024	0.24896
24.833	25.64	164.90	162.96000	165.95000	171.37000	164.42000	165.73000		30.028	0.23516
24.835	25.64	164.93	162.98000	165.98000	171.42000	164.44000	165.76000		30.384	0.23335
24.837	25.64	164.95	163.01000	166.01000	171.46000	164.46000	165.78000		29.850	0.26844
24.840	25.64	164.98	163.04000	166.04000	171.51000	164.49000	165.81000		28.841	0.25803
24.843	25.65	165.01	163.07000	166.08000	171.57000	164.52000	165.84000		27.877	0.27615
24.845	25.65	165.04	163.10000	166.11000	171.61000	164.54000	165.86000		31.050	0.22932
24.847	25.66	165.07	163.13000	166.14000	171.66000	164.56000	165.89000		27.609	0.24317
24.850	25.66	165.10	163.16000	166.18000	171.72000	164.59000	165.92000		28.997	0.25836
24.853	25.66	165.13	163.19000	166.21000	171.76000	164.62000	165.95000		30.373	0.23256
24.855	25.66	165.16	163.22000	166.25000	171.81000	164.64000	165.97000		32.304	0.21011
24.858	25.67	165.18	163.25000	166.28000	171.85000	164.67000	166.00000		31.145	0.23328
24.860	25.67	165.22	163.28000	166.32000	171.91000	164.68000	166.03000		30.401	0.26269
24.862	25.68	165.24	163.31000	166.35000	171.95000	164.70000	166.05000		28.650	0.25041
24.865	25.68	165.27	163.34000	166.38000	172.00000	164.73000	166.08000		32.381	0.23313
24.868	25.68	165.30	163.36000	166.41000	172.04000	164.76000	166.11000		30.256	0.26035
24.870	25.68	165.33	163.40000	166.45000	172.10000	164.78000	166.13000		30.636	0.24490
24.872	25.69	165.36	163.43000	166.48000	172.15000	164.80000	166.16000		31.010	0.24925
24.875	25.69	165.38	163.46000	166.51000	172.19000	164.83000	166.19000		30.436	0.25059
24.878	25.70	165.42	163.49000	166.56000	172.25000	164.86000	166.22000		31.493	0.24453
24.880	25.70	165.45	163.52000	166.59000	172.30000	164.88000	166.24000		30.382	0.25457
24.882	25.70	165.47	163.55000	166.62000	172.34000	164.90000	166.26000		30.057	0.24197
24.885	25.70	165.50	163.57000	166.65000	172.39000	164.93000	166.30000		30.358	0.23580
24.888	25.71	165.53	163.61000	166.69000	172.44000	164.96000	166.33000		30.970	0.23662
24.890	25.71	165.56	163.64000	166.72000	172.49000	164.98000	166.35000		28.571	0.25430
24.892	25.71	165.59	163.66000	166.75000	172.53000	165.00000	166.37000		28.009	0.26239
24.895	25.72	165.61	163.69000	166.78000	172.58000	165.03000	166.40000		28.247	0.25322
24.897	25.72	165.65	163.73000	166.83000	172.64000	165.04000	166.43000		29.798	0.24316
24.900	25.72	165.67	163.76000	166.86000	172.68000	165.07000	166.46000		29.709	0.24918
24.903	25.73	165.70	163.78000	166.89000	172.73000	165.10000	166.49000		29.694	0.25144
24.905	25.73	165.74	163.82000	166.93000	172.79000	165.12000	166.51000		29.388	0.25861
24.907	25.73	165.76	163.85000	166.96000	172.83000	165.14000	166.53000		28.777	0.25698
24.910	25.74	165.79	163.87000	166.99000	172.88000	165.17000	166.57000		30.623	0.23495
24.913	25.74	165.82	163.90000	167.02000	172.92000	165.20000	166.60000		31.243	0.24910
24.915	25.74	165.85	163.94000	167.06000	172.98000	165.22000	166.62000		29.780	0.23968
24.917	25.75	165.88	163.97000	167.09000	173.02000	165.24000	166.64000		30.176	0.24094
24.920	25.75	165.90	163.99000	167.13000	173.07000	165.27000	166.68000		29.978	0.24145
24.923	25.75	165.94	164.03000	167.17000	173.13000	165.30000	166.71000		31.782	0.22927
24.925	25.76	165.96	164.06000	167.20000	173.17000	165.32000	166.73000		33.441	0.23610
24.927	25.76	165.99	164.08000	167.23000	173.22000	165.34000	166.75000		30.500	0.24436
24.930	25.76	166.02	164.11000	167.26000	173.26000	165.37000	166.78000		29.655	0.23537
24.933	25.77	166.05	164.15000	167.30000	173.32000	165.40000	166.82000		30.021	0.23875
24.935	25.77	166.08	164.17000	167.33000	173.37000	165.41000	166.84000		30.497	0.23380
24.937	25.77	166.11	164.20000	167.36000	173.41000	165.43000	166.86000		30.303	0.23652
24.940	25.78	166.13	164.23000	167.39000	173.46000	165.46000	166.89000		30.871	0.21397
24.942	25.78	166.17	164.27000	167.44000	173.51000	165.48000	166.91000		31.559	0.22034
24.945	25.78	166.19	164.29000	167.47000	173.56000	165.51000	166.95000		32.094	0.21266
24.948	25.79	166.22	164.32000	167.50000	173.60000	165.54000	166.98000		31.247	0.22599
24.950	25.79	166.26	164.36000	167.54000	173.66000	165.56000	167.00000		30.569	0.21684
24.952	25.79	166.28	164.38000	167.57000	173.71000	165.58000	167.02000		31.633	0.23316
24.955	25.80	166.31	164.41000	167.60000	173.75000	165.61000	167.05000		31.561	0.23734
24.958	25.80	166.33	164.44000	167.63000	173.80000	165.64000	167.09000		31.781	0.23915
24.960	25.80	166.37	164.47000	167.67000	173.86000	165.66000	167.11000		31.583	0.24210
24.962	25.81	166.40	164.50000	167.71000	173.90000	165.68000	167.13000		32.531	0.24030
24.965	25.81	166.42	164.53000	167.74000	173.95000	165.71000	167.16000		31.938	0.22815
24.968	25.81	166.45	164.56000	167.77000	173.99000	165.74000	167.20000		30.754	0.24536
24.970	25.82	166.48	164.59000	167.81000	174.05000	165.76000	167.22000		32.083	0.22998
24.972	25.82	166.51	164.62000	167.84000	174.09000	165.77000	167.24000		34.010	0.22031
24.975	25.82	166.54	164.65000	167.87000	174.14000	165.80000	167.27000		33.076	0.22708
24.978	25.83	166.57	164.68000	167.91000	174.20000	165.83000	167.30000		30.129	0.23006
24.980	25.83	166.60	164.71000	167.94000	174.24000	165.85000	167.32000		30.202	0.25729
24.983	25.83	166.62	164.74000	167.97000	174.29000	165.88000	167.36000		31.606	0.22401
24.985	25.84	166.65	164.77000	168.01000	174.33000	165.90000	167.38000		34.147	0.23269
24.987	25.84	166.69	164.80000	168.05000	174.39000	165.92000	167.40000		31.258	0.23767
24.990	25.84	166.71	164.83000	168.08000	174.44000	165.95000	167.43000		32.533	0.22226
24.993	25.84	166.74	164.86000	168.11000	174.48000	165.98000	167.47000		33.485	0.22096
24.995	25.85	166.77	164.88000	168.14000	174.53000	166.00000	167.49000		31.998	0.22811
24.997	25.85	166.80	164.92000	168.18000	174.59000	166.02000	167.51000		32.990	0.23575
25.000	25.86	166.83	164.95000	168.21000	174.63000	166.05000	167.54000		34.470	0.21891
25.003	25.86	166.85	164.98000	168.24000	174.67000	166.08000	167.57000		35.471	0.22819
25.005	25.86	166.89	165.01000	168.29000	174.73000	166.10000	167.60000		34.134	0.22798
25.007	25.86	166.92	165.04000	168.32000	174.78000	166.12000	167.62000		33.035	0.21865
25.010	25.87	166.94	165.07000	168.35000	174.82000	166.14000	167.65000		34.912	0.22556
25.013	25.87	166.97	165.09000	168.38000	174.87000	166.17000	167.68000		35.090	0.21375
25.015	25.88	167.00	165.13000	168.42000	174.93000	166.19000	167.70000		32.317	0.22503
25.017	25.88	167.03	165.16000	168.45000	174.97000	166.21000	167.73000		31.059	0.22415
25.020	25.88	167.06	165.18000	168.48000	175.02000	166.24000	167.76000		33.191	0.22888
25.022	25.88	167.08	165.21000	168.51000	175.06000	166.26000	167.78000		36.720	0.20400
25.025	25.89	167.12	165.25000	168.55000	175.12000	166.29000	167.81000		37.472	0.19454
25.028	25.89	167.14	165.28000	168.59000	175.16000	166.32000	167.84000		38.704	0.21290
25.030	25.89	167.17	165.30000	168.62000	175.21000	166.34000	167.87000		37.181	0.21068
25.032	25.90	167.21	165.34000	168.66000	175.27000	166.36000	167.89000		35.481	0.21864
25.035	25.90	167.23	165.37000	168.69000	175.31000	166.39000	167.92000		36.560	0.21747
25.038	25.90	167.26	165.39000	168.72000	175.36000	166.42000	167.95000		35.885	0.19857
25.040	25.91	167.28	165.42000	168.75000	175.40000	166.44000	167.97000		36.177	0.20326
25.042	25.91	167.32	165.46000	168.79000	175.46000	166.46000	168.00000		38.538	0.20551
25.045	25.91	167.35	165.48000	168.82000	175.51000	166.49000	168.03000		39.574	0.20334
25.048	25.92	167.37	165.51000	168.85000	175.55000	166.51000	168.06000		36.603	0.20566
25.050	25.92	167.40	165.54000	168.89000	175.60000	166.53000	168.08000		36.265	0.21857
25.052	25.92	167.43	165.58000	168.93000	175.66000	166.55000	168.10000		36.918	0.21283
25.055	25.93	167.46	165.60000	168.96000	175.70000	166.58000	168.14000		37.459	0.19220
25.058	25.93	167.49	165.63000	168.99000	175.74000	166.61000	168.17000		39.837	0.18713
25.060	25.93	167.52	165.67000	169.03000	175.80000	166.63000	168.19000		39.693	0.18408
25.062	25.94	167.55	165.69000	169.06000	175.85000	166.65000	168.21000		39.531	0.19299
25.065	25.94	167.57	165.72000	169.09000	175.89000	166.68000	168.24000		40.568	0.18570
25.067	25.94	167.60	165.75000	169.12000	175.94000	166.70000	168.27000		39.638	0.18805
25.070	25.95	167.64	165.79000	169.16000	176.00000	166.73000	168.30000		40.357	0.19225
25.073	25.95	167.66	165.81000	169.20000	176.04000	166.76000	168.33000		38.740	0.19970
25.075	25.95	167.69	165.84000	169.23000	176.09000	166.78000	168.35000		38.163	0.19667
25.077	25.96	167.72	165.87000	169.26000	176.13000	166.80000	168.37000		37.398	0.20086
25.080	25.96	167.75	165.90000	169.30000	176.19000	166.83000	168.41000		39.823	0.18615
25.083	25.96	167.78	165.93000	169.33000	176.24000	166.85000	168.44000		39.721	0.18978
25.085	25.97	167.80	165.96000	169.36000	176.28000	166.87000	168.46000		40.057	0.18688
25.087	25.97	167.84	165.99000	169.40000	176.34000	166.89000	168.48000		39.759	0.18453
25.090	25.97	167.87	166.02000	169.43000	176.38000	166.92000	168.52000		40.653	0.19024
25.093	25.98	167.89	166.05000	169.47000	176.43000	166.95000	168.55000		43.021	0.17928
25.095	25.98	167.92	166.08000	169.50000	176.47000	166.97000	168.57000		42.359	0.18192
25.097	25.98	167.95	166.11000	169.54000	176.53000	166.99000	168.59000		40.576	0.17623
25.100	25.99	167.98	166.14000	169.57000	176.58000	167.02000	168.62000		44.328	0.16192
25.103	25.99	168.01	166.17000	169.60000	176.62000	167.05000	168.66000		44.374	0.16520
25.105	25.99	168.04	166.20000	169.64000	176.68000	167.07000	168.68000		41.646	0.17051
25.108	26.00	168.07	166.23000	169.67000	176.73000	167.10000	168.71000		40.411	0.17991
25.110	26.00	168.09	166.26000	169.70000	176.77000	167.12000	168.73000		40.728	0.18332
25.112	26.00	168.12	166.29000	169.73000	176.81000	167.14000	168.75000		41.194	0.18584
25.115	26.01	168.16	166.32000	169.78000	176.87000	167.17000	168.79000		42.202	0.18898
25.118	26.01	168.18	166.35000	169.81000	176.92000	167.20000	168.82000		42.515	0.15857
25.120	26.01	168.21	166.38000	169.84000	176.96000	167.21000	168.84000		42.439	0.19233
25.122	26.02	168.23	166.40000	169.87000	177.01000	167.23000	168.86000		42.902	0.18036
25.125	26.02	168.27	166.44000	169.91000	177.07000	167.26000	168.89000		42.861	0.16877
25.128	26.02	168.30	166.47000	169.94000	177.11000	167.29000	168.93000		43.174	0.17577
25.130	26.02	168.32	166.49000	169.97000	177.16000	167.31000	168.95000		44.437	0.17455
25.132	26.03	168.36	166.53000	170.01000	177.22000	167.33000	168.97000		45.754	0.15907
25.135	26.03	168.38	166.56000	170.04000	177.26000	167.36000	169.00000		44.438	0.17341
25.138	26.04	168.41	166.59000	170.08000	177.31000	167.39000	169.03000		44.418	0.15982
25.140	26.04	168.44	166.61000	170.11000	177.35000	167.41000	169.06000		46.465	0.16510
25.142	26.04	168.47	166.65000	170.15000	177.41000	167.43000	169.08000		45.152	0.16812
25.145	26.05	168.50	166.68000	170.18000	177.45000	167.46000	169.11000		42.400	0.17446
25.147	26.05	168.52	166.70000	170.21000	177.50000	167.48000	169.13000		42.344	0.18209
25.150	26.05	168.55	166.73000	170.24000	177.54000	167.51000	169.16000		41.511	0.18464
25.153	26.05	168.59	166.77000	170.28000	177.60000	167.54000	169.20000		41.803	0.18800
25.155	26.06	168.61	166.80000	170.31000	177.65000	167.56000	169.22000		41.724	0.17451
25.157	26.06	168.64	166.82000	170.34000	177.69000	167.57000	169.24000		43.169	0.17492
25.160	26.07	168.67	166.86000	170.39000	177.75000	167.60000	169.27000		43.424	0.18128
25.163	26.07	168.70	166.89000	170.42000	177.80000	167.63000	169.31000		40.622	0.17631
25.165	26.07	168.73	166.91000	170.45000	177.84000	167.65000	169.33000		39.074	0.17682
25.167	26.07	168.75	166.94000	170.48000	177.88000	167.67000	169.35000		38.935	0.18412
25.170	26.08	168.79	166.98000	170.52000	177.94000	167.70000	169.38000		41.673	0.17756
25.173	26.08	168.82	167.00000	170.55000	177.99000	167.73000	169.41000		44.483	0.17782
25.175	26.08	168.84	167.03000	170.58000	178.03000	167.75000	169.44000		42.144	0.17440
25.177	26.09	168.87	167.06000	170.61000	178.08000	167.77000	169.46000		40.982	0.17134
25.180	26.09	168.90	167.10000	170.66000	178.14000	167.80000	169.49000		40.027	0.17429
25.183	26.09	168.93	167.12000	170.69000	178.18000	167.83000	169.52000		40.801	0.17038
25.185	26.10	168.96	167.15000	170.72000	178.23000	167.85000	169.54000		42.070	0.16746
25.187	26.10	168.99	167.19000	170.76000	178.29000	167.87000	169.57000		41.885	0.16830
25.190	26.10	169.02	167.21000	170.79000	178.33000	167.90000	169.60000		40.182	0.16085
25.192	26.11	169.04	167.24000	170.82000	178.38000	167.92000	169.62000		42.988	0.16413
25.195	26.11	169.07	167.27000	170.85000	178.42000	167.94000	169.65000		47.121	0.14914
25.198	26.11	169.11	167.30000	170.89000	178.47000	167.97000	169.68000		49.673	0.13969
25.200	26.12	169.13	167.33000	170.92000	178.52000	167.99000	169.71000		43.121	0.16180
25.202	26.12	169.16	167.36000	170.96000	178.56000	168.01000	169.73000		41.234	0.17782
25.205	26.12	169.18	167.39000	170.99000	178.60000	168.04000	169.76000		42.937	0.16806
25.208	26.13	169.22	167.42000	171.03000	178.65000	168.07000	169.79000		42.845	0.17827
25.210	26.13	169.25	167.45000	171.06000	178.69000	168.09000	169.81000		44.280	0.16763
25.212	26.13	169.27	167.48000	171.09000	178.73000	168.11000	169.84000		44.620	0.16292
25.215	26.14	169.30	167.51000	171.12000	178.77000	168.14000	169.87000		45.927	0.16320
25.218	26.14	169.33	167.53000	171.15000	178.82000	168.17000	169.90000		42.446	0.16278
25.220	26.14	169.35	167.56000	171.18000	178.86000	168.19000	169.92000		39.601	0.18265
25.222	26.14	169.37	167.58000	171.20000	178.88000	168.21000	169.94000		33.987	0.20997
25.225	26.15	169.40	167.61000	171.24000	178.92000	168.24000	169.98000		33.186	0.22720
25.228	26.15	169.42	167.63000	171.27000	178.97000	168.27000	170.01000		36.482	0.20046
25.230	26.15	169.45	167.66000	171.30000	179.01000	168.29000	170.03000		33.658	0.22280
25.233	26.16	169.48	167.69000	171.33000	179.05000	168.31000	170.06000		34.686	0.22696
25.235	26.16	169.50	167.71000	171.36000	179.09000	168.33000	170.08000		35.464	0.19303
25.237	26.16	169.53	167.74000	171.39000	179.13000	168.35000	170.11000		35.979	0.20312
25.240	26.16	169.55	167.77000	171.42000	179.17000	168.38000	170.14000		35.507	0.19545
25.243	26.17	169.58	167.80000	171.45000	179.21000	168.41000	170.17000		38.567	0.18898
25.245	26.17	169.60	167.81000	171.47000	179.24000	168.43000	170.19000		37.352	0.19327
25.247	26.17	169.62	167.84000	171.50000	179.28000	168.45000	170.21000		37.589	0.20198
25.250	26.18	169.65	167.87000	171.54000	179.32000	168.48000	170.25000		37.580	0.19680
25.253	26.18	169.68	167.90000	171.57000	179.36000	168.51000	170.28000		36.203	0.19723
25.255	26.18	169.70	167.92000	171.60000	179.40000	168.53000	170.30000		39.360	0.18966
25.257	26.18	169.73	167.95000	171.63000	179.44000	168.55000	170.32000		34.886	0.20218
25.260	26.19	169.76	167.98000	171.66000	179.48000	168.58000	170.36000		32.968	0.21182
25.263	26.19	169.78	168.01000	171.69000	179.53000	168.61000	170.39000		33.790	0.18447
25.265	26.19	169.81	168.03000	171.72000	179.57000	168.63000	170.41000		35.941	0.18960
25.267	26.20	169.83	168.05000	171.74000	179.59000	168.65000	170.43000		37.461	0.18454
25.270	26.20	169.85	168.08000	171.77000	179.63000	168.67000	170.46000		35.923	0.18121
