/* DATA DESCRIPTION:
Citation:	Hodell, David A; Crowhurst, Simon J; Lourens, Lucas Joost; Margari, Vasiliki; Nicolson, John; Rolfe, James E; Skinner, Luke C; Thomas, Nicola C; Tzedakis, Polychronis C; Mleneck-Vautravers, Maryline J; Wolff, Eric William (2023): XRF Ca/Ti and Zr/Sr ratios for the spliced stratigraphic section at IODP Site 339-U1385. PANGAEA, https://doi.org/10.1594/PANGAEA.951383, 
	In: Hodell, DA et al. (2023): Benthic and planktonic oxygen and carbon isotopes and XRF data at IODP Site U1385 and core MD01-2444 from 0 to 1.5 Ma. PANGAEA, https://doi.org/10.1594/PANGAEA.951401
Keyword(s):	Benthic and planktonic foraminifera; IODP 339; MD01-2444; oxygen and carbon isotopes; XRF data
Project(s):	Integrated Ocean Drilling Program / International Ocean Discovery Program (IODP) (URI: https://www.iodp.org/)
Funding:	Leverhulme Trust, grant/award no. RPG2014-417
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/J00653X/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/J017922/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/K005804/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/R000204/1
Coverage:	MEDIAN LATITUDE: 37.571402 * MEDIAN LONGITUDE: -10.126045 * SOUTH-BOUND LATITUDE: 37.571307 * WEST-BOUND LONGITUDE: -10.126180 * NORTH-BOUND LATITUDE: 37.571490 * EAST-BOUND LONGITUDE: -10.125932
	DATE/TIME START: 2011-11-25T00:00:00 * DATE/TIME END: 2011-11-25T00:00:00
	MINIMUM ELEVATION: -2589.0 m * MAXIMUM ELEVATION: -2584.0 m
Event(s):	339-U1385 * LATITUDE: 37.571416 * LONGITUDE: -10.126027 * DATE/TIME: 2011-11-25T00:00:00 * ELEVATION: -2587.0 m * CAMPAIGN: Exp339 (Mediterranean Outflow) (URI: https://doi.org/10.2204/iodp.proc.339.2013) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Composite Core (COMPCORE)
	339-U1385A * LATITUDE: 37.571490 * LONGITUDE: -10.126180 * ELEVATION: -2587.0 m * Recovery: 155.87 m * CAMPAIGN: Exp339 (Mediterranean Outflow) (URI: https://doi.org/10.2204/iodp.proc.339.2013) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Drilling/drill rig (DRILL) * COMMENT: 17 cores; 151.5 m cored; 103 % recovered; 151.5 m penetrated
	339-U1385B * LATITUDE: 37.571487 * LONGITUDE: -10.125935 * ELEVATION: -2587.0 m * Recovery: 150.73 m * CAMPAIGN: Exp339 (Mediterranean Outflow) (URI: https://doi.org/10.2204/iodp.proc.339.2013) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Drilling/drill rig (DRILL) * COMMENT: 16 cores; 146.3 m cored; 103 % recovered; 146.3 m penetrated
	339-U1385D * LATITUDE: 37.571307 * LONGITUDE: -10.125932 * ELEVATION: -2584.0 m * Recovery: 153.95 m * CAMPAIGN: Exp339 (Mediterranean Outflow) (URI: https://doi.org/10.2204/iodp.proc.339.2013) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Drilling/drill rig (DRILL) * COMMENT: 16 cores; 146.4 m cored; 105 % recovered; 146.4 m penetrated
	339-U1385E * LATITUDE: 37.571308 * LONGITUDE: -10.126153 * ELEVATION: -2589.0 m * Recovery: 151.32 m * CAMPAIGN: Exp339 (Mediterranean Outflow) (URI: https://doi.org/10.2204/iodp.proc.339.2013) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Drilling/drill rig (DRILL) * COMMENT: 17 cores; 148.7 m cored; 102 % recovered; 148.7 m penetrated
Parameter(s):	Event label (Event) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk)
	Sample code/label (Sample label) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: DSDP/ODP/IODP sample designation (URI: hdl:10013/epic.27914.d001)
	Depth, composite revised, corrected [crmcd] (Depth corr cr) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * COMMENT: Hybrid Age
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Lisiecki & Raymo (2005) [LR04] (URI: https://doi.org/10.1029/2004PA001071)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Ahn et al. (2017) [revised LR04 Prob Stack] (URI: https://doi.org/10.1093/climsys/dzx002)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Konijnenkijk et al. (2015) [revised Med Sapropel] (URI: https://doi.org/10.1016/j.quascirev.2015.10.005)
	Calcium/Titanium ratio (Ca/Ti) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: X-ray fluorescence Avaatech core scanner (XRF)
	Zirconium/Strontium ratio (Zr/Sr) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: X-ray fluorescence Avaatech core scanner (XRF)
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels)
Size:	68035 data points
*/
Event	Sample label (DSDP/ODP/IODP sample designation)	Depth corr cr [crmcd]	Age [ka BP] (Hybrid Age)	Age [ka BP] (Age model according to Lisiec...)	Age [ka BP] (Age model according to Ahn et...)	Age [ka BP] (Age model according to Konijn...)	Ca/Ti (X-ray fluorescence Avaatech c...)	Zr/Sr (X-ray fluorescence Avaatech c...)
339-U1385B	339-U1385B-14H-5,1190	140.0200	1238.30000	1232.40000	1233.30000	1241.70	37.9500	0.185610
339-U1385B	339-U1385B-14H-5,1200	140.0300	1238.40000	1232.50000	1233.40000	1241.80	39.8380	0.195070
339-U1385B	339-U1385B-14H-5,1210	140.0400	1238.40000	1232.60000	1233.50000	1241.90	40.7040	0.160670
339-U1385B	339-U1385B-14H-5,1220	140.0500	1238.50000	1232.70000	1233.60000	1241.90	38.5510	0.190230
339-U1385B	339-U1385B-14H-5,1230	140.0600	1238.50000	1232.80000	1233.70000	1242.00	39.7540	0.172990
339-U1385B	339-U1385B-14H-5,1240	140.0700	1238.60000	1232.90000	1233.90000	1242.10	35.2910	0.198730
339-U1385B	339-U1385B-14H-5,1250	140.0800	1238.60000	1233.00000	1234.00000	1242.10	36.2110	0.190120
339-U1385B	339-U1385B-14H-5,1250	140.0900	1238.70000	1233.10000	1234.10000	1242.20	36.4550	0.186680
339-U1385B	339-U1385B-14H-5,1250	140.0900	1238.70000	1233.10000	1234.10000	1242.20	36.4550	0.186680
339-U1385B	339-U1385B-14H-5,1260	140.0900	1238.70000	1233.10000	1234.10000	1242.20	36.4550	0.186680
339-U1385B	339-U1385B-14H-5,1270	140.1000	1238.70000	1233.20000	1234.20000	1242.20	35.3880	0.207150
339-U1385B	339-U1385B-14H-5,1280	140.1100	1238.80000	1233.30000	1234.30000	1242.30	35.4920	0.196580
339-U1385B	339-U1385B-14H-5,1290	140.1200	1238.80000	1233.50000	1234.40000	1242.40	35.7360	0.186140
339-U1385B	339-U1385B-14H-5,1300	140.1300	1238.90000	1233.60000	1234.60000	1242.40	35.5330	0.189530
339-U1385B	339-U1385B-14H-5,1310	140.1400	1238.90000	1233.70000	1234.70000	1242.50	34.4460	0.204460
339-U1385B	339-U1385B-14H-5,1320	140.1500	1239.00000	1233.80000	1234.80000	1242.60	33.6130	0.203040
339-U1385B	339-U1385B-14H-5,1330	140.1600	1239.00000	1233.90000	1234.90000	1242.60	35.3950	0.208510
339-U1385B	339-U1385B-14H-5,1340	140.1700	1239.10000	1234.00000	1235.00000	1242.70	32.2690	0.224220
339-U1385B	339-U1385B-14H-5,1350	140.1800	1239.10000	1234.10000	1235.20000	1242.80	31.3440	0.211290
339-U1385B	339-U1385B-14H-5,1360	140.1900	1239.20000	1234.20000	1235.30000	1242.80	33.1740	0.207240
339-U1385B	339-U1385B-14H-5,1370	140.2000	1239.20000	1234.30000	1235.40000	1242.90	30.8880	0.219760
339-U1385B	339-U1385B-14H-5,1380	140.2100	1239.30000	1234.40000	1235.50000	1242.90	30.7880	0.217970
339-U1385B	339-U1385B-14H-5,1390	140.2200	1239.30000	1234.60000	1235.60000	1243.00	31.5250	0.219400
339-U1385B	339-U1385B-14H-5,1400	140.2300	1239.40000	1234.70000	1235.70000	1243.10	32.3900	0.207270
339-U1385B	339-U1385B-14H-5,1410	140.2400	1239.40000	1234.80000	1235.90000	1243.10	32.6460	0.202150
339-U1385B	339-U1385B-14H-5,1420	140.2500	1239.50000	1234.90000	1236.00000	1243.20	33.6610	0.205080
339-U1385B	339-U1385B-14H-5,1430	140.2600	1239.60000	1235.00000	1236.10000	1243.30	34.5880	0.186950
339-U1385B	339-U1385B-14H-5,1440	140.2700	1239.60000	1235.10000	1236.20000	1243.30	34.4480	0.207810
339-U1385B	339-U1385B-14H-5,1450	140.2800	1239.70000	1235.20000	1236.30000	1243.40	33.3220	0.189340
339-U1385B	339-U1385B-14H-5,1460	140.2900	1239.70000	1235.30000	1236.40000	1243.40	34.3300	0.190780
339-U1385B	339-U1385B-14H-5,1470	140.3000	1239.80000	1235.40000	1236.60000	1243.50	35.4220	0.188120
339-U1385B	339-U1385B-14H-5,1480	140.3100	1239.80000	1235.50000	1236.70000	1243.60	32.5080	0.198590
339-U1385B	339-U1385B-14H-5,1490	140.3200	1239.90000	1235.70000	1236.80000	1243.60	32.4420	0.217570
339-U1385B	339-U1385B-14H-5,1520	140.3300	1239.90000	1235.80000	1236.90000	1243.70	30.3940	0.205350
339-U1385B	339-U1385B-14H-6,20	140.3900	1240.20000	1236.40000	1237.60000	1244.10	34.5590	0.183940
339-U1385B	339-U1385B-14H-6,30	140.4000	1240.30000	1236.50000	1237.70000	1244.10	31.8530	0.215050
339-U1385B	339-U1385B-14H-6,40	140.4100	1240.30000	1236.60000	1237.80000	1244.20	32.1820	0.199210
339-U1385B	339-U1385B-14H-6,50	140.4200	1240.40000	1236.80000	1238.00000	1244.30	31.3680	0.193670
339-U1385B	339-U1385B-14H-6,60	140.4300	1240.40000	1236.90000	1238.10000	1244.30	33.0900	0.189510
339-U1385B	339-U1385B-14H-6,70	140.4400	1240.50000	1237.00000	1238.20000	1244.40	32.7960	0.201110
339-U1385B	339-U1385B-14H-6,80	140.4500	1240.50000	1237.10000	1238.30000	1244.40	34.0210	0.198550
339-U1385B	339-U1385B-14H-6,90	140.4600	1240.60000	1237.20000	1238.40000	1244.50	34.4990	0.189630
339-U1385B	339-U1385B-14H-6,100	140.4700	1240.60000	1237.30000	1238.50000	1244.60	35.6250	0.185080
339-U1385B	339-U1385B-14H-6,110	140.4800	1240.70000	1237.40000	1238.70000	1244.60	37.4000	0.173870
339-U1385B	339-U1385B-14H-6,120	140.4900	1240.70000	1237.50000	1238.80000	1244.70	38.2980	0.173610
339-U1385B	339-U1385B-14H-6,130	140.5000	1240.80000	1237.60000	1238.90000	1244.80	38.6840	0.157690
339-U1385B	339-U1385B-14H-6,140	140.5100	1240.80000	1237.70000	1239.00000	1245.00	38.5400	0.176920
339-U1385B	339-U1385B-14H-6,150	140.5200	1240.90000	1237.90000	1239.10000	1245.10	41.8300	0.151080
339-U1385B	339-U1385B-14H-6,160	140.5300	1240.90000	1238.00000	1239.20000	1245.20	42.4090	0.151260
339-U1385B	339-U1385B-14H-6,170	140.5400	1241.00000	1238.10000	1239.40000	1245.30	39.6250	0.155360
339-U1385B	339-U1385B-14H-6,180	140.5500	1241.10000	1238.20000	1239.50000	1245.50	41.9490	0.142750
339-U1385B	339-U1385B-14H-6,190	140.5600	1241.30000	1238.30000	1239.60000	1245.60	41.8680	0.143960
339-U1385B	339-U1385B-14H-6,200	140.5700	1241.40000	1238.40000	1239.70000	1245.70	41.5330	0.151380
339-U1385B	339-U1385B-14H-6,210	140.5800	1241.50000	1238.50000	1239.80000	1245.80	44.8310	0.148710
339-U1385B	339-U1385B-14H-6,220	140.5900	1241.70000	1238.60000	1239.90000	1246.00	44.0190	0.131580
339-U1385B	339-U1385B-14H-6,230	140.6000	1241.80000	1238.70000	1240.10000	1246.10	45.7810	0.136090
339-U1385B	339-U1385B-14H-6,240	140.6100	1241.90000	1238.80000	1240.20000	1246.20	44.9350	0.145390
339-U1385B	339-U1385B-14H-6,250	140.6200	1242.10000	1239.00000	1240.30000	1246.30	45.1050	0.134810
339-U1385D	339-U1385D-15H-2,60	140.6300	1242.20000	1239.10000	1240.40000	1246.50	29.7980	0.195040
339-U1385D	339-U1385D-15H-2,70	140.6400	1242.30000	1239.20000	1240.50000	1246.60	33.2630	0.195280
339-U1385D	339-U1385D-15H-2,80	140.6500	1242.50000	1239.30000	1240.60000	1246.70	35.4560	0.165050
339-U1385D	339-U1385D-15H-2,90	140.6600	1242.60000	1239.40000	1240.80000	1246.80	29.8400	0.200140
339-U1385D	339-U1385D-15H-2,100	140.6700	1242.70000	1239.50000	1240.90000	1247.00	34.2490	0.191430
339-U1385D	339-U1385D-15H-2,110	140.6800	1242.90000	1239.60000	1241.00000	1247.10	45.1730	0.140120
339-U1385D	339-U1385D-15H-2,120	140.6900	1243.00000	1239.70000	1241.10000	1247.20	38.5120	0.172700
339-U1385D	339-U1385D-15H-2,130	140.7000	1243.10000	1239.80000	1241.20000	1247.30	36.5870	0.167830
339-U1385D	339-U1385D-15H-2,140	140.7100	1243.30000	1239.90000	1241.30000	1247.50	34.4600	0.189080
339-U1385D	339-U1385D-15H-2,150	140.7200	1243.40000	1240.10000	1241.50000	1247.60	35.0670	0.181310
339-U1385D	339-U1385D-15H-2,160	140.7300	1243.50000	1240.20000	1241.60000	1247.70	42.1300	0.152220
339-U1385D	339-U1385D-15H-2,170	140.7400	1243.70000	1240.30000	1241.70000	1247.90	34.1360	0.172610
339-U1385D	339-U1385D-15H-2,180	140.7500	1243.80000	1240.40000	1241.80000	1248.00	34.3020	0.163410
339-U1385D	339-U1385D-15H-2,190	140.7600	1243.90000	1240.50000	1241.90000	1248.10	35.6470	0.177680
339-U1385D	339-U1385D-15H-2,200	140.7700	1244.00000	1240.60000	1242.00000	1248.20	31.0880	0.197600
339-U1385D	339-U1385D-15H-2,210	140.7800	1244.20000	1240.70000	1242.20000	1248.40	29.4350	0.202820
339-U1385D	339-U1385D-15H-2,220	140.7900	1244.30000	1240.80000	1242.30000	1248.50	33.1600	0.196050
339-U1385D	339-U1385D-15H-2,230	140.8000	1244.40000	1240.90000	1242.40000	1248.60	40.3330	0.170460
339-U1385D	339-U1385D-15H-2,240	140.8100	1244.60000	1241.00000	1242.50000	1248.70	30.4950	0.204020
339-U1385D	339-U1385D-15H-2,250	140.8200	1244.70000	1241.20000	1242.60000	1248.90	25.9140	0.231150
339-U1385D	339-U1385D-15H-2,250	140.8200	1244.70000	1241.20000	1242.60000	1248.90	25.9140	0.231150
339-U1385D	339-U1385D-15H-2,250	140.8200	1244.70000	1241.20000	1242.60000	1248.90	25.9140	0.231150
339-U1385D	339-U1385D-15H-2,260	140.8300	1244.80000	1241.30000	1242.70000	1249.00	23.9480	0.260710
339-U1385D	339-U1385D-15H-2,270	140.8400	1245.00000	1241.40000	1242.90000	1249.10	25.9650	0.227750
339-U1385D	339-U1385D-15H-2,280	140.8500	1245.10000	1241.50000	1243.00000	1249.20	35.8760	0.182280
339-U1385D	339-U1385D-15H-2,290	140.8600	1245.20000	1241.60000	1243.10000	1249.40	22.9050	0.296050
339-U1385D	339-U1385D-15H-2,300	140.8700	1245.40000	1241.70000	1243.20000	1249.50	22.5750	0.309420
339-U1385D	339-U1385D-15H-2,310	140.8800	1245.50000	1241.80000	1243.30000	1249.60	21.7370	0.320280
339-U1385D	339-U1385D-15H-2,320	140.8900	1245.60000	1241.90000	1243.40000	1249.70	20.5220	0.340050
339-U1385D	339-U1385D-15H-2,330	140.9000	1245.80000	1242.00000	1243.60000	1249.90	20.6260	0.342460
339-U1385D	339-U1385D-15H-2,340	140.9100	1245.90000	1242.10000	1243.70000	1250.00	21.1500	0.324380
339-U1385D	339-U1385D-15H-2,350	140.9200	1246.00000	1242.30000	1243.80000	1250.10	16.6490	0.482410
339-U1385D	339-U1385D-15H-2,360	140.9300	1246.20000	1242.40000	1243.90000	1250.30	17.3520	0.488090
339-U1385D	339-U1385D-15H-2,370	140.9400	1246.30000	1242.50000	1244.00000	1250.40	16.7350	0.466490
339-U1385D	339-U1385D-15H-2,380	140.9500	1246.40000	1242.60000	1244.10000	1250.50	15.7320	0.492240
339-U1385D	339-U1385D-15H-2,390	140.9600	1246.60000	1242.70000	1244.20000	1250.60	13.8460	0.617950
339-U1385D	339-U1385D-15H-2,400	140.9700	1246.70000	1242.80000	1244.40000	1250.80	15.2010	0.564700
339-U1385D	339-U1385D-15H-2,410	140.9800	1246.80000	1242.90000	1244.50000	1250.90	14.5350	0.547990
339-U1385D	339-U1385D-15H-2,420	140.9900	1247.00000	1243.00000	1244.60000	1251.00	14.5180	0.546330
339-U1385D	339-U1385D-15H-2,430	141.0000	1247.10000	1243.10000	1244.70000	1251.10	15.7220	0.460390
339-U1385D	339-U1385D-15H-2,440	141.0100	1247.20000	1243.20000	1244.80000	1251.30	17.0460	0.502100
339-U1385D	339-U1385D-15H-2,450	141.0200	1247.40000	1243.40000	1244.90000	1251.40	18.4590	0.358020
339-U1385D	339-U1385D-15H-2,460	141.0300	1247.50000	1243.50000	1245.00000	1251.50	18.0090	0.474210
339-U1385D	339-U1385D-15H-2,470	141.0400	1247.60000	1243.60000	1245.10000	1251.60	19.3990	0.359640
339-U1385D	339-U1385D-15H-2,480	141.0500	1247.80000	1243.70000	1245.20000	1251.80	19.6640	0.377030
339-U1385D	339-U1385D-15H-2,490	141.0600	1247.90000	1243.80000	1245.40000	1251.90	19.7450	0.344010
339-U1385D	339-U1385D-15H-2,500	141.0700	1248.00000	1243.90000	1245.50000	1252.00	20.0500	0.353940
339-U1385D	339-U1385D-15H-2,500	141.0700	1248.00000	1243.90000	1245.50000	1252.00	20.0500	0.353940
339-U1385D	339-U1385D-15H-2,500	141.0700	1248.00000	1243.90000	1245.50000	1252.00	20.0500	0.353940
339-U1385D	339-U1385D-15H-2,510	141.0800	1248.20000	1244.00000	1245.60000	1252.10	20.6820	0.392320
339-U1385D	339-U1385D-15H-2,520	141.0900	1248.30000	1244.10000	1245.70000	1252.30	20.7250	0.412140
339-U1385D	339-U1385D-15H-2,530	141.1000	1248.40000	1244.20000	1245.80000	1252.40	21.6570	0.346220
339-U1385D	339-U1385D-15H-2,540	141.1100	1248.60000	1244.30000	1245.90000	1252.50	22.4730	0.321220
339-U1385D	339-U1385D-15H-2,550	141.1200	1248.70000	1244.40000	1246.00000	1252.60	20.7970	0.316510
339-U1385D	339-U1385D-15H-2,560	141.1300	1248.80000	1244.50000	1246.10000	1252.80	21.0270	0.339900
339-U1385D	339-U1385D-15H-2,570	141.1400	1249.00000	1244.60000	1246.20000	1252.90	21.4680	0.312490
339-U1385D	339-U1385D-15H-2,580	141.1500	1249.10000	1244.70000	1246.30000	1253.00	21.0750	0.308640
339-U1385D	339-U1385D-15H-2,590	141.1600	1249.20000	1244.80000	1246.50000	1253.20	23.0150	0.224420
339-U1385D	339-U1385D-15H-2,600	141.1700	1249.40000	1244.90000	1246.60000	1253.30	20.1800	0.317780
339-U1385D	339-U1385D-15H-2,610	141.1800	1249.50000	1245.00000	1246.70000	1253.40	19.6180	0.324680
339-U1385D	339-U1385D-15H-2,620	141.1900	1249.60000	1245.10000	1246.80000	1253.50	18.8030	0.360150
339-U1385D	339-U1385D-15H-2,630	141.2000	1249.70000	1245.20000	1246.90000	1253.70	20.2690	0.342100
339-U1385D	339-U1385D-15H-2,640	141.2100	1249.90000	1245.30000	1247.00000	1253.80	19.1180	0.335450
339-U1385D	339-U1385D-15H-2,650	141.2200	1250.00000	1245.50000	1247.10000	1253.90	18.2740	0.398660
339-U1385D	339-U1385D-15H-2,660	141.2300	1250.10000	1245.60000	1247.20000	1254.00	16.8310	0.453080
339-U1385D	339-U1385D-15H-2,670	141.2400	1250.30000	1245.70000	1247.30000	1254.20	17.0520	0.397220
339-U1385D	339-U1385D-15H-2,680	141.2500	1250.40000	1245.80000	1247.50000	1254.30	17.5920	0.376890
339-U1385D	339-U1385D-15H-2,690	141.2600	1250.50000	1245.90000	1247.60000	1254.40	16.6720	0.409140
339-U1385D	339-U1385D-15H-2,700	141.2700	1250.70000	1246.00000	1247.70000	1254.50	18.4800	0.353920
339-U1385D	339-U1385D-15H-2,730	141.3000	1251.10000	1246.30000	1248.00000	1254.90	20.6480	0.317980
339-U1385D	339-U1385D-15H-2,740	141.3100	1251.20000	1246.40000	1248.10000	1255.00	20.6600	0.307190
339-U1385D	339-U1385D-15H-2,750	141.3200	1251.30000	1246.50000	1248.20000	1255.20	19.9960	0.324410
339-U1385D	339-U1385D-15H-2,750	141.3200	1251.30000	1246.50000	1248.20000	1255.20	19.9960	0.324410
339-U1385D	339-U1385D-15H-2,750	141.3200	1251.30000	1246.50000	1248.20000	1255.20	19.9960	0.324410
339-U1385D	339-U1385D-15H-2,760	141.3300	1251.50000	1246.60000	1248.30000	1255.30	20.2740	0.325910
339-U1385D	339-U1385D-15H-2,770	141.3400	1251.60000	1246.70000	1248.50000	1255.40	21.0660	0.311160
339-U1385D	339-U1385D-15H-2,780	141.3500	1251.70000	1246.80000	1248.60000	1255.50	20.3900	0.322070
339-U1385D	339-U1385D-15H-2,790	141.3600	1251.90000	1246.90000	1248.70000	1255.70	20.9750	0.320040
339-U1385D	339-U1385D-15H-2,800	141.3700	1252.00000	1247.00000	1248.80000	1255.80	19.8510	0.307780
339-U1385D	339-U1385D-15H-2,810	141.3800	1252.10000	1247.10000	1248.90000	1255.90	19.0990	0.343540
339-U1385D	339-U1385D-15H-2,820	141.3900	1252.30000	1247.20000	1249.00000	1256.10	17.7960	0.382140
339-U1385D	339-U1385D-15H-2,830	141.4000	1252.40000	1247.30000	1249.10000	1256.20	18.1040	0.390510
339-U1385D	339-U1385D-15H-2,840	141.4100	1252.50000	1247.40000	1249.20000	1256.30	17.2230	0.414300
339-U1385D	339-U1385D-15H-2,850	141.4200	1252.70000	1247.50000	1249.30000	1256.40	17.9120	0.404950
339-U1385D	339-U1385D-15H-2,860	141.4300	1252.80000	1247.60000	1249.50000	1256.60	17.8600	0.447560
339-U1385D	339-U1385D-15H-2,870	141.4400	1252.90000	1247.70000	1249.60000	1256.70	19.1800	0.433940
339-U1385D	339-U1385D-15H-2,880	141.4500	1253.10000	1247.80000	1249.70000	1256.80	17.4370	0.452560
339-U1385D	339-U1385D-15H-2,890	141.4600	1253.20000	1247.90000	1249.80000	1256.90	17.3800	0.465960
339-U1385D	339-U1385D-15H-2,900	141.4700	1253.30000	1248.00000	1249.90000	1257.10	20.4040	0.334870
339-U1385D	339-U1385D-15H-2,910	141.4800	1253.50000	1248.10000	1250.00000	1257.20	18.7580	0.458680
339-U1385D	339-U1385D-15H-2,920	141.4900	1253.60000	1248.20000	1250.10000	1257.30	19.0690	0.424720
339-U1385D	339-U1385D-15H-2,930	141.5000	1253.70000	1248.30000	1250.20000	1257.40	20.1310	0.404920
339-U1385D	339-U1385D-15H-2,940	141.5100	1253.90000	1248.40000	1250.30000	1257.60	21.4580	0.397810
339-U1385D	339-U1385D-15H-2,950	141.5200	1254.00000	1248.50000	1250.50000	1257.70	21.5040	0.392630
339-U1385D	339-U1385D-15H-2,960	141.5300	1254.10000	1248.60000	1250.60000	1257.80	20.7780	0.375170
339-U1385D	339-U1385D-15H-2,970	141.5400	1254.30000	1248.80000	1250.70000	1257.90	20.8270	0.382890
339-U1385D	339-U1385D-15H-2,980	141.5500	1254.40000	1248.90000	1250.80000	1258.10	22.9840	0.337800
339-U1385D	339-U1385D-15H-2,990	141.5600	1254.50000	1249.00000	1250.90000	1258.20	22.1060	0.374130
339-U1385D	339-U1385D-15H-2,1000	141.5700	1254.70000	1249.10000	1251.00000	1258.30	23.2480	0.335930
339-U1385D	339-U1385D-15H-2,1000	141.5700	1254.70000	1249.10000	1251.00000	1258.30	23.2480	0.335930
339-U1385D	339-U1385D-15H-2,1000	141.5700	1254.70000	1249.10000	1251.00000	1258.30	23.2480	0.335930
339-U1385D	339-U1385D-15H-2,1010	141.5800	1254.80000	1249.20000	1251.10000	1258.40	23.1730	0.330800
339-U1385D	339-U1385D-15H-2,1020	141.5900	1254.90000	1249.30000	1251.20000	1258.60	24.1080	0.356880
339-U1385D	339-U1385D-15H-2,1030	141.6000	1255.10000	1249.40000	1251.30000	1258.70	23.6060	0.352770
339-U1385D	339-U1385D-15H-2,1040	141.6100	1255.20000	1249.50000	1251.50000	1258.80	25.3700	0.333640
339-U1385D	339-U1385D-15H-2,1050	141.6200	1255.30000	1249.60000	1251.60000	1259.00	24.7830	0.341670
339-U1385D	339-U1385D-15H-2,1060	141.6300	1255.40000	1249.70000	1251.70000	1259.10	24.9480	0.343140
339-U1385D	339-U1385D-15H-2,1070	141.6400	1255.60000	1249.80000	1251.80000	1259.20	26.6510	0.318110
339-U1385D	339-U1385D-15H-2,1080	141.6500	1255.70000	1249.90000	1251.90000	1259.30	25.7260	0.327510
339-U1385D	339-U1385D-15H-2,1090	141.6600	1255.80000	1250.00000	1252.00000	1259.50	26.6180	0.306140
339-U1385D	339-U1385D-15H-2,1100	141.6700	1256.00000	1250.10000	1252.10000	1259.60	26.0680	0.306590
339-U1385D	339-U1385D-15H-2,1110	141.6800	1256.10000	1250.20000	1252.20000	1259.70	24.3010	0.311520
339-U1385D	339-U1385D-15H-2,1120	141.6900	1256.20000	1250.30000	1252.30000	1259.80	24.5370	0.338130
339-U1385D	339-U1385D-15H-2,1130	141.7000	1256.40000	1250.40000	1252.40000	1260.00	22.9590	0.332620
339-U1385D	339-U1385D-15H-2,1140	141.7100	1256.50000	1250.50000	1252.60000	1260.10	23.2500	0.315370
339-U1385D	339-U1385D-15H-2,1150	141.7200	1256.60000	1250.60000	1252.70000	1260.20	22.5410	0.308400
339-U1385D	339-U1385D-15H-2,1160	141.7300	1256.80000	1250.70000	1252.80000	1260.30	25.0300	0.305970
339-U1385D	339-U1385D-15H-2,1170	141.7400	1256.90000	1250.80000	1252.90000	1260.50	24.1520	0.293560
339-U1385D	339-U1385D-15H-2,1180	141.7500	1257.00000	1250.90000	1253.00000	1260.60	24.2220	0.315540
339-U1385D	339-U1385D-15H-2,1190	141.7600	1257.20000	1251.00000	1253.10000	1260.70	25.4270	0.304830
339-U1385D	339-U1385D-15H-2,1200	141.7700	1257.30000	1251.10000	1253.20000	1260.80	25.9630	0.312500
339-U1385D	339-U1385D-15H-2,1210	141.7800	1257.40000	1251.20000	1253.30000	1261.00	28.0420	0.291740
339-U1385D	339-U1385D-15H-2,1220	141.7900	1257.60000	1251.30000	1253.40000	1261.10	29.8440	0.284290
339-U1385D	339-U1385D-15H-2,1230	141.8000	1257.70000	1251.40000	1253.60000	1261.20	30.3390	0.259880
