/* DATA DESCRIPTION:
Citation:	Hodell, David A; Crowhurst, Simon J; Lourens, Lucas Joost; Margari, Vasiliki; Nicolson, John; Rolfe, James E; Skinner, Luke C; Thomas, Nicola C; Tzedakis, Polychronis C; Mleneck-Vautravers, Maryline J; Wolff, Eric William (2023): Combined oxgyen and carbon isotope data for all benthic foraminifera in piston core MD01-2444 and IODP Site 339-U1385. PANGAEA, https://doi.org/10.1594/PANGAEA.951395, 
	In: Hodell, DA et al. (2023): Benthic and planktonic oxygen and carbon isotopes and XRF data at IODP Site U1385 and core MD01-2444 from 0 to 1.5 Ma. PANGAEA, https://doi.org/10.1594/PANGAEA.951401
Keyword(s):	Benthic and planktonic foraminifera; IODP 339; MD01-2444; oxygen and carbon isotopes; XRF data
Project(s):	Integrated Ocean Drilling Program / International Ocean Discovery Program (IODP) (URI: https://www.iodp.org/)
Funding:	Leverhulme Trust, grant/award no. RPG2014-417
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/J00653X/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/J017922/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/K005804/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/R000204/1
Coverage:	MEDIAN LATITUDE: 37.568208 * MEDIAN LONGITUDE: -10.130014 * SOUTH-BOUND LATITUDE: 37.565000 * WEST-BOUND LONGITUDE: -10.134000 * NORTH-BOUND LATITUDE: 37.571416 * EAST-BOUND LONGITUDE: -10.126027
	DATE/TIME START: 2011-11-25T00:00:00 * DATE/TIME END: 2011-11-25T00:00:00
	MINIMUM DEPTH, sediment/rock: 0.030 m * MAXIMUM DEPTH, sediment/rock: 26.910 m
Event(s):	339-U1385 * LATITUDE: 37.571416 * LONGITUDE: -10.126027 * DATE/TIME: 2011-11-25T00:00:00 * ELEVATION: -2587.0 m * CAMPAIGN: Exp339 (Mediterranean Outflow) (URI: https://doi.org/10.2204/iodp.proc.339.2013) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Composite Core (COMPCORE)
	MD01-2444 * LATITUDE: 37.565000 * LONGITUDE: -10.134000 * ELEVATION: -2656.0 m * CAMPAIGN: MD123 (GEOSCIENCES, MARMARCORE) * BASIS: Marion Dufresne (1995) (URI: https://en.wikipedia.org/wiki/Marion_Dufresne_(1994)) * METHOD/DEVICE: Calypso Corer (CALYPSO)
Parameter(s):	DEPTH, sediment/rock [m] (Depth sed) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * COMMENT: MD01-2444
	Depth, composite revised, corrected [crmcd] (Depth corr cr) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: IODP Depth Scale Terminology (URI: hdl:10013/epic.50267.d001) * COMMENT: Equivalent 339-U1385 crmcd
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * COMMENT: Hybrid Age
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Lisiecki & Raymo (2005) [LR04] (URI: https://doi.org/10.1029/2004PA001071)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Ahn et al. (2017) [revised LR04 Prob Stack] (URI: https://doi.org/10.1093/climsys/dzx002)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Konijnenkijk et al. (2015) [revised Med Sapropel] (URI: https://doi.org/10.1016/j.quascirev.2015.10.005)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Barker et al. (2011) [GrSyn] (URI: https://doi.org/10.1126/science.1203580)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Antarctic ice core chronology (AICC2012) (URI: https://doi.org/10.5194/cp-9-1733-2013)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Buizert et al. (2015) [West Antarctic Ice Sheet (WAIS) model] (URI: https://doi.org/10.1038/nature14401)
	δ18O [‰] (δ18O) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Mass spectrometer, VG Sira and Thermo Finnigan, MAT 253 * COMMENT: mixed species corrected to Uvig.
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels)
Size:	17690 data points
*/
Depth sed [m] (MD01-2444)	Depth corr cr [crmcd] (Equivalent 339-U1385 crmcd, I...)	Age [ka BP] (Hybrid Age)	Age [ka BP] (Age model according to Lisiec...)	Age [ka BP] (Age model according to Ahn et...)	Age [ka BP] (Age model according to Konijn...)	Age [ka BP] (Age model according to Barker...)	Age [ka BP] (Antarctic ice core chronology...)	Age [ka BP] (Age model according to Buizer...)	δ18O [‰] (mixed species corrected to Uv...)
	126.58	1116.30	1111.80000	1113.40000	1116.30000				3.6600
	126.58	1116.30	1111.90000	1113.40000	1116.30000				3.7500
	126.59	1116.40	1112.00000	1113.50000	1116.40000				3.6800
	126.60	1116.50	1112.10000	1113.70000	1116.50000				3.9000
	126.61	1116.60	1112.20000	1113.80000	1116.60000				3.7300
	126.62	1116.70	1112.20000	1113.90000	1116.70000				3.8800
	126.63	1116.80	1112.30000	1114.10000	1116.80000				3.7600
	126.64	1116.80	1112.40000	1114.20000	1116.80000				3.7000
	126.65	1116.90	1112.50000	1114.30000	1116.90000				3.8100
	126.67	1117.10	1112.60000	1114.60000	1117.10000				3.9700
	126.67	1117.10	1112.70000	1114.60000	1117.10000				3.7400
	126.69	1117.30	1112.80000	1114.90000	1117.30000				3.8300
	126.69	1117.30	1112.80000	1114.90000	1117.30000				3.9100
	126.71	1117.50	1113.00000	1115.20000	1117.50000				4.0300
	126.71	1117.50	1113.00000	1115.20000	1117.50000				4.0300
	126.73	1117.70	1113.20000	1115.40000	1117.70000				4.0100
	126.73	1117.70	1113.20000	1115.40000	1117.70000				4.0200
	126.75	1117.90	1113.30000	1115.70000	1117.90000				3.9300
	126.76	1117.90	1113.50000	1115.80000	1117.90000				3.9100
	126.78	1118.10	1113.70000	1116.10000	1118.10000				4.0500
	126.80	1118.30	1113.80000	1116.40000	1118.30000				4.0900
	126.82	1118.50	1114.00000	1116.60000	1118.50000				4.0500
	126.84	1118.70	1114.20000	1116.90000	1118.70000				4.0700
	126.86	1118.80	1114.30000	1117.20000	1118.80000				4.1200
	126.88	1119.00	1114.50000	1117.50000	1119.00000				4.0500
	126.90	1119.20	1114.70000	1117.70000	1119.20000				4.0600
	126.92	1119.40	1114.90000	1118.00000	1119.40000				4.1700
	126.94	1119.60	1115.00000	1118.10000	1119.60000				4.1900
	126.95	1119.60	1115.20000	1118.20000	1119.60000				4.3100
	126.97	1119.80	1115.40000	1118.30000	1119.80000				4.0500
	126.99	1120.00	1115.50000	1118.50000	1120.00000				3.9500
	127.01	1120.20	1115.70000	1118.60000	1120.20000				4.0600
	127.03	1120.30	1115.90000	1118.70000	1120.30000				4.2900
	127.05	1120.50	1116.10000	1118.90000	1120.50000				4.1800
	127.07	1120.70	1116.20000	1119.00000	1120.70000				4.1500
	127.09	1120.90	1116.40000	1119.10000	1120.90000				4.2800
	127.11	1121.10	1116.60000	1119.30000	1121.10000				4.2900
	127.12	1121.10	1116.70000	1119.30000	1121.10000				4.1800
	127.14	1121.30	1116.90000	1119.50000	1121.30000				4.1500
	127.16	1121.50	1117.10000	1119.60000	1121.50000				4.3300
	127.18	1121.70	1117.20000	1119.70000	1121.70000				4.2700
	127.20	1121.90	1117.40000	1119.90000	1121.90000				4.2500
	127.22	1122.00	1117.60000	1120.00000	1122.00000				4.2600
	127.24	1122.20	1117.80000	1120.10000	1122.20000				4.2700
	127.26	1122.40	1117.90000	1120.30000	1122.40000				4.2300
	127.27	1122.50	1118.00000	1120.30000	1122.50000				4.2000
	127.29	1122.70	1118.20000	1120.50000	1122.70000				4.1500
	127.31	1122.80	1118.40000	1120.60000	1122.80000				4.2700
	127.33	1123.00	1118.50000	1120.70000	1123.00000				4.1100
	127.35	1123.20	1118.70000	1120.90000	1123.20000				4.2100
	127.36	1123.30	1118.90000	1120.90000	1123.30000				4.3100
	127.38	1123.50	1119.10000	1121.10000	1123.50000				4.2000
	127.40	1123.60	1119.20000	1121.20000	1123.60000				4.1900
	127.42	1123.80	1119.40000	1121.30000	1123.80000				4.2400
	127.44	1124.00	1119.60000	1121.50000	1124.00000				4.2000
	127.46	1124.20	1119.70000	1121.60000	1124.20000				4.3200
	127.48	1124.30	1119.90000	1121.70000	1124.30000				4.3700
	127.50	1124.50	1120.10000	1121.90000	1124.50000				4.3800
	127.53	1124.80	1120.40000	1122.10000	1124.80000				4.2200
	127.56	1125.00	1120.60000	1122.30000	1125.00000				4.4700
	127.59	1125.30	1120.90000	1122.50000	1125.30000				4.4700
	127.61	1125.50	1121.10000	1122.60000	1125.50000				4.4000
	127.64	1125.80	1121.40000	1122.80000	1125.80000				4.5500
	127.67	1126.00	1121.60000	1123.00000	1126.00000				4.6800
	127.70	1126.30	1121.80000	1123.20000	1126.30000				4.7700
	127.72	1126.50	1122.10000	1123.30000	1126.50000				4.7500
	127.75	1126.70	1122.30000	1123.50000	1126.70000				4.8400
	127.78	1127.00	1122.60000	1123.70000	1127.00000				4.8600
	127.81	1127.30	1122.80000	1123.90000	1127.30000				4.8700
	127.83	1127.40	1123.10000	1124.10000	1127.40000				4.8300
	127.86	1127.70	1123.30000	1124.30000	1127.70000				4.8300
	127.89	1128.00	1123.60000	1124.50000	1128.00000				4.8100
	127.92	1128.20	1123.80000	1124.70000	1128.20000				4.7800
	127.94	1128.40	1124.10000	1124.80000	1128.40000				4.6700
	127.97	1128.70	1124.30000	1125.00000	1128.70000				4.6800
	128.00	1128.90	1124.60000	1125.20000	1128.90000				4.6700
	128.03	1129.20	1124.80000	1125.40000	1129.20000				4.6800
	128.05	1129.40	1125.00000	1125.50000	1129.40000				4.7000
	128.08	1129.70	1125.30000	1125.70000	1129.70000				4.5700
	128.11	1129.90	1125.60000	1125.90000	1129.90000				4.6600
	128.13	1130.10	1125.70000	1126.10000	1130.10000				4.5900
	128.14	1130.20	1125.90000	1126.10000	1130.20000				4.5700
	128.16	1130.40	1126.00000	1126.30000	1130.40000				4.6400
	128.18	1130.50	1126.20000	1126.40000	1130.50000				4.5900
	128.20	1130.70	1126.30000	1126.50000	1130.70000				4.7700
	128.21	1130.80	1126.50000	1126.60000	1130.80000				4.6900
	128.23	1131.00	1126.60000	1126.70000	1131.00000				4.5800
	128.25	1131.20	1126.80000	1126.90000	1131.20000				4.6600
	128.27	1131.30	1126.90000	1127.00000	1131.30000				4.6000
	128.28	1131.40	1127.10000	1127.10000	1131.40000				4.7100
	128.30	1131.60	1127.20000	1127.20000	1131.60000				4.6200
	128.32	1131.80	1127.40000	1127.30000	1131.80000				4.6300
	128.33	1131.90	1127.60000	1127.40000	1131.90000				4.7100
	128.35	1132.00	1127.70000	1127.50000	1132.00000				4.4300
	128.37	1132.20	1127.90000	1127.70000	1132.20000				4.4400
	128.39	1132.40	1128.00000	1127.80000	1132.40000				4.3600
	128.40	1132.50	1128.20000	1127.90000	1132.50000				4.5800
	128.42	1132.70	1128.30000	1128.00000	1132.70000				4.5100
	128.44	1132.80	1128.50000	1128.10000	1132.80000				4.4200
	128.45	1132.90	1128.60000	1128.20000	1132.90000				4.5100
	128.47	1133.10	1128.80000	1128.30000	1133.10000				4.4400
	128.49	1133.30	1128.90000	1128.50000	1133.30000				4.4100
	128.51	1133.50	1129.10000	1128.60000	1133.50000				4.6000
	128.52	1133.60	1129.30000	1128.70000	1133.60000				4.5400
	128.54	1133.70	1129.40000	1128.80000	1133.70000				4.5500
	128.56	1133.90	1129.60000	1128.90000	1133.90000				4.5200
	128.58	1134.10	1129.70000	1129.10000	1134.10000				4.5900
	128.59	1134.20	1129.90000	1129.10000	1134.20000				4.4400
	128.61	1134.40	1130.00000	1129.30000	1134.40000				4.3800
	128.63	1134.50	1130.20000	1129.40000	1134.50000				4.5900
	128.64	1134.60	1130.30000	1129.50000	1134.60000				4.3900
	128.66	1134.80	1130.50000	1129.60000	1134.80000				4.3700
	128.68	1135.00	1130.70000	1129.70000	1135.00000				4.2400
	128.70	1135.10	1130.80000	1129.90000	1135.10000				4.3700
	128.73	1135.40	1131.10000	1130.10000	1135.40000				4.2700
	128.75	1135.60	1131.30000	1130.20000	1135.60000				4.3800
	128.76	1135.70	1131.40000	1130.30000	1135.70000				4.2300
	128.78	1135.90	1131.60000	1130.40000	1135.90000				4.2600
	128.80	1136.00	1131.70000	1130.50000	1136.00000				4.2700
	128.82	1136.20	1131.90000	1130.70000	1136.20000				4.2800
	128.83	1136.30	1132.00000	1130.70000	1136.30000				4.3400
	128.85	1136.50	1132.20000	1130.90000	1136.50000				4.2300
	128.87	1136.70	1132.30000	1131.00000	1136.70000				4.1800
	128.89	1136.80	1132.50000	1131.10000	1136.80000				4.2100
	128.90	1136.90	1132.70000	1131.20000	1136.90000				4.1900
	128.92	1137.10	1132.80000	1131.30000	1137.10000				4.2700
	128.94	1137.30	1133.00000	1131.50000	1137.30000				4.3800
	128.96	1137.50	1133.20000	1131.60000	1137.50000				4.4300
	128.98	1137.60	1133.40000	1131.70000	1137.60000				4.4300
	129.00	1137.80	1133.60000	1131.90000	1137.80000				4.3700
	129.02	1138.00	1133.70000	1132.00000	1138.00000				4.3200
	129.05	1138.30	1133.90000	1132.20000	1138.30000				4.2600
	129.07	1138.40	1134.10000	1132.30000	1138.40000				4.2600
	129.09	1138.60	1134.30000	1132.50000	1138.60000				4.3200
	129.11	1138.80	1134.50000	1132.60000	1138.80000				4.1100
	129.13	1139.00	1134.70000	1132.70000	1139.00000				4.1900
	129.15	1139.10	1134.90000	1132.90000	1139.10000				4.2500
	129.17	1139.30	1135.10000	1133.00000	1139.30000				4.2500
	129.19	1139.50	1135.20000	1133.10000	1139.50000				4.1300
	129.21	1139.70	1135.40000	1133.30000	1139.70000				4.3800
	129.23	1139.80	1135.60000	1133.40000	1139.80000				4.3800
	129.25	1140.00	1135.80000	1133.50000	1140.00000				4.3100
	129.28	1140.30	1136.00000	1133.70000	1140.30000				4.1400
	129.30	1140.50	1136.20000	1133.90000	1140.50000				4.1000
	129.32	1140.60	1136.40000	1134.00000	1140.60000				4.1200
	129.34	1140.80	1136.60000	1134.20000	1140.80000				4.1700
	129.36	1141.00	1136.70000	1134.40000	1141.00000				4.1700
	129.38	1141.20	1136.90000	1134.60000	1141.20000				3.8700
	129.40	1141.40	1137.10000	1134.80000	1141.40000				4.0600
	129.42	1141.50	1137.30000	1135.00000	1141.50000				3.9200
	129.44	1141.70	1137.50000	1135.20000	1141.70000				3.9900
	129.46	1141.90	1137.70000	1135.40000	1141.90000				3.8300
	129.48	1142.10	1137.80000	1135.60000	1142.10000				3.7800
	129.50	1142.20	1138.00000	1135.80000	1142.20000				3.8000
	129.52	1142.40	1138.10000	1136.00000	1142.40000				3.9100
	129.54	1142.60	1138.30000	1136.20000	1142.60000				3.9300
	129.56	1142.80	1138.50000	1136.30000	1142.80000				4.0900
	129.58	1142.90	1138.70000	1136.50000	1142.90000				3.9600
	129.65	1143.60	1139.30000	1137.20000	1143.60000				4.3200
	129.67	1143.70	1139.50000	1137.40000	1143.70000				4.4700
	129.68	1143.80	1139.70000	1137.50000	1143.80000				4.1200
	129.70	1144.00	1139.80000	1137.70000	1144.00000				4.0700
	129.72	1144.20	1140.00000	1137.90000	1144.20000				4.0200
	129.74	1144.40	1140.10000	1138.10000	1144.40000				4.2800
	129.76	1144.50	1140.30000	1138.30000	1144.50000				4.1300
	129.77	1144.60	1140.40000	1138.40000	1144.60000				3.9500
	129.79	1144.80	1140.60000	1138.60000	1144.80000				4.1300
	129.81	1145.00	1140.80000	1138.80000	1145.00000				4.0500
	129.83	1145.20	1140.90000	1139.00000	1145.20000				4.1200
	129.84	1145.30	1141.10000	1139.10000	1145.30000				4.0000
	129.86	1145.40	1141.20000	1139.30000	1145.40000				4.0400
	129.88	1145.60	1141.40000	1139.50000	1145.60000				3.9300
	129.90	1145.80	1141.60000	1139.70000	1145.80000				3.6200
	129.92	1146.00	1141.70000	1139.90000	1146.00000				3.7300
	129.93	1146.10	1141.90000	1140.00000	1146.10000				3.7700
	129.95	1146.20	1142.00000	1140.20000	1146.20000				3.8700
	129.97	1146.40	1142.20000	1140.40000	1146.40000				3.8400
	129.99	1146.60	1142.40000	1140.60000	1146.60000				3.8100
	130.00	1146.70	1142.50000	1140.70000	1146.70000				3.7600
	130.04	1147.00	1142.80000	1141.00000	1147.00000				3.7800
	130.06	1147.20	1143.00000	1141.20000	1147.20000				3.7500
	130.08	1147.40	1143.20000	1141.40000	1147.40000				3.7300
	130.09	1147.50	1143.30000	1141.50000	1147.50000				3.8000
	130.11	1147.60	1143.50000	1141.70000	1147.60000				3.8700
	130.13	1147.80	1143.60000	1141.90000	1147.80000				4.0500
	130.15	1148.00	1143.80000	1142.10000	1148.00000				3.9400
	130.16	1148.10	1143.90000	1142.20000	1148.10000				4.0500
	130.21	1148.50	1144.40000	1142.70000	1148.50000				4.1200
	130.23	1148.70	1144.50000	1142.90000	1148.70000				4.1200
	130.24	1148.80	1144.60000	1143.00000	1148.80000				4.0900
	130.25	1148.90	1144.70000	1143.10000	1148.90000				4.0600
	130.26	1149.00	1144.80000	1143.20000	1149.00000				4.0500
	130.28	1149.20	1145.00000	1143.40000	1149.20000				4.0200
	130.29	1149.20	1145.10000	1143.50000	1149.20000				4.0100
	130.30	1149.30	1145.20000	1143.60000	1149.30000				4.0600
	130.32	1149.50	1145.30000	1143.80000	1149.50000				4.0100
	130.33	1149.60	1145.40000	1143.90000	1149.60000				4.0600
	130.34	1149.70	1145.50000	1144.00000	1149.70000				4.0600
	130.35	1149.80	1145.70000	1144.10000	1149.80000				3.9700
	130.37	1150.00	1145.80000	1144.30000	1150.00000				3.9900
	130.38	1150.00	1145.90000	1144.40000	1150.00000				4.0200
	130.39	1150.10	1146.00000	1144.50000	1150.10000				3.8400
	130.41	1150.30	1146.10000	1144.70000	1150.30000				3.9200
	130.42	1150.40	1146.20000	1144.80000	1150.40000				3.7600
	130.43	1150.50	1146.30000	1144.90000	1150.50000				3.8400
	130.44	1150.60	1146.50000	1145.00000	1150.60000				3.7400
	130.46	1150.70	1146.60000	1145.20000	1150.70000				3.7500
	130.47	1150.80	1146.70000	1145.30000	1150.80000				3.7200
	130.48	1150.90	1146.80000	1145.40000	1150.90000				3.8600
	130.50	1151.10	1146.90000	1145.60000	1151.10000				3.7700
	130.51	1151.20	1147.00000	1145.70000	1151.20000				3.9400
	130.52	1151.30	1147.20000	1145.70000	1151.30000				3.9200
	130.54	1151.50	1147.30000	1145.90000	1151.50000				3.9000
	130.55	1151.50	1147.40000	1146.00000	1151.50000				3.7200
	130.56	1151.60	1147.50000	1146.10000	1151.60000				3.8400
	130.57	1151.70	1147.60000	1146.20000	1151.70000				4.0300
	130.61	1152.10	1148.00000	1146.60000	1152.10000				4.2200
	130.64	1152.30	1148.20000	1146.90000	1152.30000				3.8600
	130.65	1152.40	1148.30000	1147.00000	1152.40000				3.7000
	130.66	1152.50	1148.40000	1147.10000	1152.50000				3.7600
	130.68	1152.70	1148.60000	1147.30000	1152.70000				3.7100
	130.68	1152.70	1148.60000	1147.30000	1152.70000				3.8000
	130.70	1152.90	1148.70000	1147.50000	1152.90000				3.9100
	130.71	1153.00	1148.80000	1147.60000	1153.00000				3.7700
	130.72	1153.10	1148.90000	1147.70000	1153.10000				3.8900
	130.73	1153.10	1149.10000	1147.80000	1153.10000				3.9400
	130.75	1153.30	1149.20000	1148.00000	1153.30000				3.6000
	130.76	1153.40	1149.30000	1148.10000	1153.40000				3.6300
	130.77	1153.50	1149.40000	1148.20000	1153.50000				3.8700
	130.79	1153.70	1149.60000	1148.40000	1153.70000				3.9600
	130.81	1153.80	1149.70000	1148.60000	1153.80000				3.8700
	130.83	1154.00	1149.90000	1148.80000	1154.00000				3.7100
	130.85	1154.20	1150.10000	1149.00000	1154.20000				4.0600
	130.87	1154.40	1150.20000	1149.20000	1154.40000				3.8600
	130.88	1154.50	1150.40000	1149.30000	1154.50000				4.0000
	130.90	1154.60	1150.60000	1149.50000	1154.60000				3.8500
	130.92	1154.80	1150.70000	1149.70000	1154.80000				3.9900
	130.94	1155.00	1150.90000	1149.90000	1155.00000				3.9100
	130.96	1155.20	1151.10000	1150.10000	1155.20000				3.8700
	130.98	1155.40	1151.20000	1150.30000	1155.40000				3.9700
	131.00	1155.50	1151.40000	1150.40000	1155.50000				3.8500
	131.02	1155.70	1151.60000	1150.60000	1155.70000				3.7700
	131.04	1155.90	1151.80000	1150.80000	1155.90000				3.7700
	131.05	1156.00	1151.90000	1150.90000	1156.00000				3.8200
	131.07	1156.20	1152.10000	1151.10000	1156.20000				3.8800
	131.11	1156.50	1152.40000	1151.50000	1156.50000				3.8600
	131.13	1156.70	1152.60000	1151.70000	1156.70000				3.8600
	131.17	1157.00	1152.90000	1152.10000	1157.00000				3.8400
	131.19	1157.20	1153.10000	1152.30000	1157.20000				3.8600
	131.21	1157.40	1153.30000	1152.50000	1157.40000				3.8000
	131.22	1157.50	1153.40000	1152.60000	1157.50000				3.8800
	131.24	1157.70	1153.60000	1152.80000	1157.70000				3.9100
	131.26	1157.80	1153.80000	1153.00000	1157.80000				3.8000
	131.28	1158.00	1153.90000	1153.20000	1158.00000				3.9200
	131.30	1158.20	1154.10000	1153.40000	1158.20000				3.8300
	131.32	1158.40	1154.30000	1153.60000	1158.40000				3.7800
	131.34	1158.50	1154.50000	1153.80000	1158.50000				3.8600
	131.36	1158.70	1154.60000	1154.00000	1158.70000				3.6700
	131.38	1158.90	1154.80000	1154.20000	1158.90000				3.8300
	131.41	1159.20	1155.10000	1154.50000	1159.20000				3.8400
	131.43	1159.30	1155.30000	1154.70000	1159.30000				3.6400
	131.45	1159.50	1155.50000	1154.90000	1159.50000				3.7000
	131.47	1159.70	1155.60000	1155.00000	1159.70000				3.8300
	131.49	1159.90	1155.80000	1155.20000	1159.90000				3.5900
	131.51	1160.10	1156.00000	1155.40000	1160.10000				3.7500
	131.53	1160.20	1156.20000	1155.60000	1160.20000				3.6600
	131.55	1160.40	1156.30000	1155.80000	1160.40000				3.5900
	131.56	1160.50	1156.50000	1155.90000	1160.50000				3.6500
	131.60	1160.90	1156.80000	1156.30000	1160.90000				3.8500
	131.64	1161.20	1157.20000	1156.70000	1161.20000				3.7000
	131.66	1161.40	1157.30000	1156.90000	1161.40000				3.6200
	131.78	1162.40	1158.40000	1158.10000	1162.40000				3.6100
	131.80	1162.60	1158.60000	1158.30000	1162.60000				3.5500
	131.82	1162.80	1158.80000	1158.50000	1162.80000				3.6400
	131.84	1163.00	1159.00000	1158.70000	1163.00000				3.6100
	131.86	1163.20	1159.10000	1158.90000	1163.20000				3.6600
	131.88	1163.30	1159.30000	1159.10000	1163.30000				3.6700
	131.90	1163.50	1159.50000	1159.30000	1163.50000				3.4900
	131.92	1163.70	1159.70000	1159.50000	1163.70000				3.5300
	131.94	1163.90	1159.80000	1159.70000	1163.90000				3.5200
	131.96	1164.00	1160.00000	1159.80000	1164.00000				3.7400
	131.98	1164.20	1160.20000	1160.00000	1164.20000				3.6700
	132.00	1164.40	1160.40000	1160.20000	1164.40000				3.5900
	132.02	1164.60	1160.60000	1160.40000	1164.60000				3.6400
	132.04	1164.80	1160.80000	1160.60000	1164.80000				3.5800
	132.06	1164.90	1160.90000	1160.80000	1164.90000				3.6500
	132.08	1165.10	1161.10000	1161.00000	1165.10000				3.7100
	132.10	1165.30	1161.30000	1161.20000	1165.30000				3.7200
	132.12	1165.50	1161.50000	1161.40000	1165.50000				3.6700
	132.14	1165.60	1161.60000	1161.60000	1165.60000				3.5300
	132.16	1165.80	1161.80000	1161.80000	1165.80000				3.6200
	132.18	1166.00	1162.00000	1162.00000	1166.00000				3.7100
	132.20	1166.20	1162.20000	1162.20000	1166.20000				3.7300
	132.22	1166.30	1162.40000	1162.40000	1166.30000				3.7500
	132.24	1166.50	1162.60000	1162.60000	1166.50000				3.7400
	132.26	1166.70	1162.80000	1162.80000	1166.70000				3.5800
	132.28	1166.90	1163.00000	1163.00000	1166.90000				3.7600
	132.30	1167.00	1163.20000	1163.20000	1167.10000				3.6500
	132.32	1167.20	1163.30000	1163.30000	1167.30000				3.6800
	132.34	1167.30	1163.50000	1163.50000	1167.40000				3.6100
	132.38	1167.60	1163.90000	1163.90000	1167.80000				3.6300
	132.40	1167.80	1164.10000	1164.10000	1168.00000				3.6500
	132.42	1167.90	1164.30000	1164.30000	1168.20000				3.5200
	132.44	1168.10	1164.50000	1164.50000	1168.40000				3.7400
	132.46	1168.20	1164.70000	1164.70000	1168.50000				3.5700
	132.48	1168.40	1164.90000	1164.90000	1168.70000				3.3500
	132.50	1168.50	1165.10000	1165.10000	1168.90000				3.3900
	132.52	1168.70	1165.30000	1165.30000	1169.10000				3.4100
	132.54	1168.80	1165.50000	1165.50000	1169.30000				3.6400
	132.56	1169.00	1165.70000	1165.70000	1169.50000				3.3900
	132.60	1169.30	1166.00000	1166.00000	1169.80000				3.3800
	132.64	1169.60	1166.40000	1166.40000	1170.20000				3.5200
	132.66	1169.70	1166.60000	1166.60000	1170.40000				3.5600
	132.68	1169.90	1166.80000	1166.80000	1170.60000				3.5900
	132.70	1170.00	1167.00000	1167.00000	1170.80000				3.4800
	132.72	1170.20	1167.20000	1167.20000	1170.90000				3.6000
	132.74	1170.30	1167.40000	1167.40000	1171.10000				3.4700
	132.76	1170.50	1167.60000	1167.60000	1171.30000				3.4800
	132.78	1170.60	1167.80000	1167.80000	1171.50000				3.6000
	132.80	1170.80	1168.00000	1168.00000	1171.70000				3.4000
	132.82	1170.90	1168.20000	1168.20000	1171.90000				3.5700
	132.84	1171.10	1168.30000	1168.30000	1172.00000				3.5000
	132.86	1171.20	1168.50000	1168.50000	1172.20000				3.4400
	132.88	1171.40	1168.70000	1168.70000	1172.40000				3.6800
	132.90	1171.50	1168.90000	1168.90000	1172.60000				3.6000
	132.92	1171.70	1169.10000	1169.10000	1172.80000				3.6000
	132.94	1171.80	1169.30000	1169.30000	1173.00000				3.5200
	132.96	1172.00	1169.50000	1169.50000	1173.10000				3.6500
	132.98	1172.10	1169.70000	1169.70000	1173.30000				3.6500
	133.00	1172.30	1169.90000	1169.90000	1173.50000				3.7100
	133.02	1172.40	1170.10000	1170.10000	1173.70000				3.7100
	133.04	1172.60	1170.30000	1170.30000	1173.90000				3.7200
	133.06	1172.80	1170.50000	1170.50000	1174.10000				3.6900
	133.08	1172.90	1170.70000	1170.70000	1174.30000				3.7800
	133.10	1173.10	1170.80000	1170.80000	1174.40000				3.7300
	133.12	1173.20	1171.00000	1171.00000	1174.60000				3.6800
	133.14	1173.40	1171.20000	1171.20000	1174.80000				3.6400
	133.16	1173.50	1171.40000	1171.40000	1175.00000				3.6700
